index,db_id,question,gold_sql,predicted_sql,summary,pred_gen_status,pred_gen_error,pred_exec_status,pred_exec_error,pred_exec_result,gold_exec_status,gold_exec_error,gold_exec_result,exec_match,elapsed_sec
10,department_management,How many acting statuses are there?,SELECT count(DISTINCT temporary_acting) FROM management,SELECT COUNT(*) FROM management WHERE temporary_acting IS NOT NULL,Counts the number of non-null acting statuses in the management table,ok,,ok,,"[""[('count(*)', 5)]""]",ok,,"[""[('count(distinct temporary_acting)', 2)]""]",False,15.634
11,department_management,How many departments are led by heads who are not mentioned?,SELECT count(*) FROM department WHERE department_id NOT IN (SELECT department_id FROM management);,SELECT COUNT(*) FROM department AS d LEFT JOIN management AS m ON d.Department_ID = m.department_ID LEFT JOIN head AS h ON m.head_ID = h.head_ID WHERE h.head_ID IS NULL,Counts the number of departments that do not have a corresponding head in the management table.,ok,,ok,,"[""[('count(*)', 11)]""]",ok,,"[""[('count(*)', 11)]""]",True,19.726
12,department_management,What are the distinct ages of the heads who are acting?,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id  =  T2.head_id WHERE T2.temporary_acting  =  'Yes',SELECT DISTINCT head.age FROM head INNER JOIN management ON head.head_ID = management.head_ID WHERE management.temporary_acting = 'acting',Selects distinct ages of heads who are acting,ok,,ok,,[],ok,,"[""[('age', 52.0)]"", ""[('age', 53.0)]"", ""[('age', 69.0)]""]",False,17.041
13,department_management,List the states where both the secretary of 'Treasury' department and the secretary of 'Homeland Security' were born.,SELECT T3.born_state FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id JOIN head AS T3 ON T2.head_id  =  T3.head_id WHERE T1.name  =  'Treasury' INTERSECT SELECT T3.born_state FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id JOIN head AS T3 ON T2.head_id  =  T3.head_id WHERE T1.name  =  'Homeland Security',SELECT h1.born_state FROM head AS h1 INNER JOIN management AS m1 ON h1.head_ID = m1.head_ID INNER JOIN department AS d1 ON m1.department_ID = d1.Department_ID WHERE d1.Name = 'Treasury' AND (SELECT COUNT(*) FROM head AS h2 INNER JOIN management AS m2 ON h2.head_ID = m2.head_ID INNER JOIN department AS d2 ON m2.department_ID = d2.Department_ID WHERE d2.Name = 'Homeland Security' AND h2.born_state = h1.born_state) > 0,List the states where both the secretary of 'Treasury' department and the secretary of 'Homeland Security' were born.,ok,,ok,,"[""[('born_state', 'California')]""]",ok,,"[""[('born_state', 'California')]""]",True,31.561
14,department_management,"Which department has more than 1 head at a time? List the id, name and the number of heads.","SELECT T1.department_id ,  T1.name ,  count(*) FROM management AS T2 JOIN department AS T1 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id HAVING count(*)  >  1","SELECT d.Department_ID, d.Name, COUNT(m.head_ID) AS Number_of_Heads FROM department d JOIN management m ON d.Department_ID = m.department_ID GROUP BY d.Department_ID, d.Name HAVING COUNT(m.head_ID) > 1",Counts the number of heads for each department and filters those with more than one head,ok,,ok,,"[""[('department_id', 2), ('name', 'Treasury'), ('number_of_heads', 2)]""]",ok,,"[""[('count(*)', 2), ('department_id', 2), ('name', 'Treasury')]""]",False,21.419
15,department_management,Which head's name has the substring 'Ha'? List the id and name.,"SELECT head_id ,  name FROM head WHERE name LIKE '%Ha%'","SELECT head.head_ID, head.name FROM head INNER JOIN management ON head.head_ID = management.head_ID WHERE head.name LIKE '%Ha%';",Selects the ID and name of heads whose names contain 'Ha' from the head table joined with the management table.,ok,,ok,,"[""[('head_id', 10), ('name', 'Franklin Langham')]"", ""[('head_id', 4), ('name', 'Dudley Hart')]""]",ok,,"[""[('head_id', 10), ('name', 'Franklin Langham')]"", ""[('head_id', 4), ('name', 'Dudley Hart')]"", ""[('head_id', 9), ('name', 'Pádraig Harrington')]""]",False,18.902
16,farm,How many farms are there?,SELECT count(*) FROM farm,SELECT COUNT(*) FROM farm,Count the number of farms,ok,,ok,,"[""[('count(*)', 8)]""]",ok,,"[""[('count(*)', 8)]""]",True,32.974
17,farm,Count the number of farms.,SELECT count(*) FROM farm,SELECT COUNT(*) FROM farm,Count the total number of farms,ok,,ok,,"[""[('count(*)', 8)]""]",ok,,"[""[('count(*)', 8)]""]",True,12.434
18,farm,List the total number of horses on farms in ascending order.,SELECT Total_Horses FROM farm ORDER BY Total_Horses ASC,SELECT Total_Horses FROM farm ORDER BY Total_Horses ASC,Selects the total number of horses from the farm table and orders the results in ascending order.,ok,,ok,,"[""[('total_horses', 2546.9)]"", ""[('total_horses', 2604.8)]"", ""[('total_horses', 3658.9)]"", ""[('total_horses', 4781.3)]"", ""[('total_horses', 5056.5)]"", ""[('total_horses', 5308.2)]"", ""[('total_horses', 5486.9)]"", ""[('total_horses', 5607.5)]""]",ok,,"[""[('total_horses', 2546.9)]"", ""[('total_horses', 2604.8)]"", ""[('total_horses', 3658.9)]"", ""[('total_horses', 4781.3)]"", ""[('total_horses', 5056.5)]"", ""[('total_horses', 5308.2)]"", ""[('total_horses', 5486.9)]"", ""[('total_horses', 5607.5)]""]",True,15.328
19,farm,"What is the total horses record for each farm, sorted ascending?",SELECT Total_Horses FROM farm ORDER BY Total_Horses ASC,"SELECT farm.Farm_ID, SUM(farm.Total_Horses) AS Total_Horses_Record FROM farm LEFT JOIN competition_record ON farm.Farm_ID = competition_record.Farm_ID GROUP BY farm.Farm_ID ORDER BY Total_Horses_Record ASC","This query calculates the total horses record for each farm by summing up the Total_Horses from the farm table and joining it with competition_record to filter relevant farms, then groups the results by Farm_ID and sorts them in ascending order of the total horses record.",ok,,ok,,"[""[('farm_id', 1), ('total_horses_record', 15169.5)]"", ""[('farm_id', 2), ('total_horses_record', 5486.9)]"", ""[('farm_id', 3), ('total_horses_record', 22430.0)]"", ""[('farm_id', 4), ('total_horses_record', 5308.2)]"", ""[('farm_id', 5), ('total_horses_record', 4781.3)]"", ""[('farm_id', 6), ('total_horses_record', 3658.9)]"", ""[('farm_id', 7), ('total_horses_record', 2604.8)]"", ""[('farm_id', 8), ('total_horses_record', 2546.9)]""]",ok,,"[""[('total_horses', 2546.9)]"", ""[('total_horses', 2604.8)]"", ""[('total_horses', 3658.9)]"", ""[('total_horses', 4781.3)]"", ""[('total_horses', 5056.5)]"", ""[('total_horses', 5308.2)]"", ""[('total_horses', 5486.9)]"", ""[('total_horses', 5607.5)]""]",False,24.471
20,farm,"What are the hosts of competitions whose theme is not ""Aliens""?",SELECT Hosts FROM farm_competition WHERE Theme !=  'Aliens',SELECT T2.Hosts FROM farm_competition AS T1 JOIN city AS T2 ON T1.Host_city_ID = T2.City_ID WHERE T1.Theme != 'Aliens',Selects the hosts of competitions where the theme is not 'Aliens',ok,,error,no such column: T2.Hosts,,ok,,"[""[('hosts', 'Alicia Keys')]"", ""[('hosts', 'Leehom Wang and Kelly Rowland')]"", ""[('hosts', 'Miley Cyrus Jared Leto and Karen Mok')]"", ""[('hosts', 'Shaggy and Coco Lee')]"", ""[('hosts', 'Vanness Wu and Michelle Branch')]""]",False,18.434
21,farm,Return the hosts of competitions for which the theme is not Aliens?,SELECT Hosts FROM farm_competition WHERE Theme !=  'Aliens',SELECT farm_competition.Hosts FROM farm_competition WHERE farm_competition.Theme != 'Aliens',Selects the hosts of competitions where the theme is not 'Aliens',ok,,ok,,"[""[('hosts', 'Alicia Keys')]"", ""[('hosts', 'Leehom Wang and Kelly Rowland')]"", ""[('hosts', 'Miley Cyrus Jared Leto and Karen Mok')]"", ""[('hosts', 'Shaggy and Coco Lee')]"", ""[('hosts', 'Vanness Wu and Michelle Branch')]""]",ok,,"[""[('hosts', 'Alicia Keys')]"", ""[('hosts', 'Leehom Wang and Kelly Rowland')]"", ""[('hosts', 'Miley Cyrus Jared Leto and Karen Mok')]"", ""[('hosts', 'Shaggy and Coco Lee')]"", ""[('hosts', 'Vanness Wu and Michelle Branch')]""]",True,16.09
22,farm,What are the themes of farm competitions sorted by year in ascending order?,SELECT Theme FROM farm_competition ORDER BY YEAR ASC,SELECT farm_competition.Theme FROM farm_competition ORDER BY farm_competition.Year ASC,Selects the themes of farm competitions ordered by year in ascending order,ok,,ok,,"['[(\'theme\', ""Valentine\'s Day"")]', ""[('theme', 'Aliens')]"", ""[('theme', 'Carnival M is back!')]"", ""[('theme', 'Codehunters')]"", ""[('theme', 'MTV Asia Aid')]"", ""[('theme', 'MTV Cube')]""]",ok,,"['[(\'theme\', ""Valentine\'s Day"")]', ""[('theme', 'Aliens')]"", ""[('theme', 'Carnival M is back!')]"", ""[('theme', 'Codehunters')]"", ""[('theme', 'MTV Asia Aid')]"", ""[('theme', 'MTV Cube')]""]",True,15.61
23,farm,"Return the themes of farm competitions, sorted by year ascending.",SELECT Theme FROM farm_competition ORDER BY YEAR ASC,SELECT farm_competition.Theme FROM farm_competition ORDER BY farm_competition.Year ASC,Selects the themes of farm competitions and sorts them by year in ascending order,ok,,ok,,"['[(\'theme\', ""Valentine\'s Day"")]', ""[('theme', 'Aliens')]"", ""[('theme', 'Carnival M is back!')]"", ""[('theme', 'Codehunters')]"", ""[('theme', 'MTV Asia Aid')]"", ""[('theme', 'MTV Cube')]""]",ok,,"['[(\'theme\', ""Valentine\'s Day"")]', ""[('theme', 'Aliens')]"", ""[('theme', 'Carnival M is back!')]"", ""[('theme', 'Codehunters')]"", ""[('theme', 'MTV Asia Aid')]"", ""[('theme', 'MTV Cube')]""]",True,15.513
24,farm,What is the average number of working horses of farms with more than 5000 total number of horses?,SELECT avg(Working_Horses) FROM farm WHERE Total_Horses  >  5000,SELECT AVG(f.Total_Horses) AS average_working_horses FROM farm f WHERE f.Total_Horses > 5000,Calculates the average number of working horses for farms with more than 5000 total horses.,ok,,ok,,"[""[('average_working_horses', 5364.775)]""]",ok,,"[""[('avg(working_horses)', 3977.7500000000005)]""]",False,18.559
25,farm,Give the average number of working horses on farms with more than 5000 total horses.,SELECT avg(Working_Horses) FROM farm WHERE Total_Horses  >  5000,SELECT AVG(T1.Working_Horses) FROM farm AS T1 WHERE T1.Total_Horses > 5000,Calculates the average number of working horses for farms with more than 5000 total horses.,ok,,ok,,"[""[('avg(t1.working_horses)', 3977.7500000000005)]""]",ok,,"[""[('avg(working_horses)', 3977.7500000000005)]""]",False,18.609
26,farm,What are the maximum and minimum number of cows across all farms.,"SELECT max(Cows) ,  min(Cows) FROM farm","SELECT MAX(Total_Cattle) AS max_cows, MIN(Total_Cattle) AS min_cows FROM farm",Selects the maximum and minimum number of cows (Total_Cattle) from the farm table,ok,,ok,,"[""[('max_cows', 8604.8), ('min_cows', 4446.3)]""]",ok,,"[""[('max(cows)', 3987.0), ('min(cows)', 2407.2)]""]",False,16.987
27,farm,Return the maximum and minimum number of cows across all farms.,"SELECT max(Cows) ,  min(Cows) FROM farm","SELECT MAX(cows), MIN(cows) FROM farm",Selects the maximum and minimum number of cows from the farm table,ok,,ok,,"[""[('max(cows)', 3987.0), ('min(cows)', 2407.2)]""]",ok,,"[""[('max(cows)', 3987.0), ('min(cows)', 2407.2)]""]",True,14.54
28,farm,How many different statuses do cities have?,SELECT count(DISTINCT Status) FROM city,SELECT COUNT(DISTINCT Status) FROM city,Count the distinct statuses of cities,ok,,ok,,"[""[('count(distinct status)', 2)]""]",ok,,"[""[('count(distinct status)', 2)]""]",True,13.21
29,farm,Count the number of different statuses.,SELECT count(DISTINCT Status) FROM city,SELECT COUNT(DISTINCT Status) FROM city,Counts the number of unique statuses in the city table,ok,,ok,,"[""[('count(distinct status)', 2)]""]",ok,,"[""[('count(distinct status)', 2)]""]",True,13.591
30,farm,List official names of cities in descending order of population.,SELECT Official_Name FROM city ORDER BY Population DESC,SELECT Official_Name FROM city ORDER BY Population DESC,Selects the official names of cities ordered by population in descending order,ok,,ok,,"[""[('official_name', 'Aroostook')]"", ""[('official_name', 'Drummond')]"", ""[('official_name', 'Grand Falls/Grand-Sault')]"", ""[('official_name', 'Perth-Andover')]"", ""[('official_name', 'Plaster Rock')]""]",ok,,"[""[('official_name', 'Aroostook')]"", ""[('official_name', 'Drummond')]"", ""[('official_name', 'Grand Falls/Grand-Sault')]"", ""[('official_name', 'Perth-Andover')]"", ""[('official_name', 'Plaster Rock')]""]",True,14.495
31,farm,"What are the official names of cities, ordered descending by population?",SELECT Official_Name FROM city ORDER BY Population DESC,SELECT Official_Name FROM city ORDER BY Population DESC,Selects the official names of cities ordered by population in descending order,ok,,ok,,"[""[('official_name', 'Aroostook')]"", ""[('official_name', 'Drummond')]"", ""[('official_name', 'Grand Falls/Grand-Sault')]"", ""[('official_name', 'Perth-Andover')]"", ""[('official_name', 'Plaster Rock')]""]",ok,,"[""[('official_name', 'Aroostook')]"", ""[('official_name', 'Drummond')]"", ""[('official_name', 'Grand Falls/Grand-Sault')]"", ""[('official_name', 'Perth-Andover')]"", ""[('official_name', 'Plaster Rock')]""]",True,14.384
32,farm,List the official name and status of the city with the largest population.,"SELECT Official_Name ,  Status FROM city ORDER BY Population DESC LIMIT 1","SELECT Official_Name, Status FROM city WHERE Population = (SELECT MAX(Population) FROM city)",Selects the official name and status of the city with the largest population by first finding the maximum population and then selecting from the city table where the population matches this value.,ok,,ok,,"[""[('official_name', 'Grand Falls/Grand-Sault'), ('status', 'Town')]""]",ok,,"[""[('official_name', 'Grand Falls/Grand-Sault'), ('status', 'Town')]""]",True,18.438
33,farm,What is the official name and status of the city with the most residents?,"SELECT Official_Name ,  Status FROM city ORDER BY Population DESC LIMIT 1","SELECT c.Official_Name, c.Status FROM city AS c JOIN competition_record AS cr ON c.City_ID = cr.Competition_ID JOIN farm_competition AS fc ON cr.Competition_ID = fc.Competition_ID JOIN farm AS f ON cr.Farm_ID = f.Farm_ID WHERE c.Population = (SELECT MAX(Population) FROM city)",Selects the official name and status of the city with the highest population from the given schema.,ok,,ok,,"[""[('official_name', 'Grand Falls/Grand-Sault'), ('status', 'Town')]"", ""[('official_name', 'Grand Falls/Grand-Sault'), ('status', 'Town')]"", ""[('official_name', 'Grand Falls/Grand-Sault'), ('status', 'Town')]""]",ok,,"[""[('official_name', 'Grand Falls/Grand-Sault'), ('status', 'Town')]""]",False,23.175
34,farm,Show the years and the official names of the host cities of competitions.,"SELECT T2.Year ,  T1.Official_Name FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID  =  T2.Host_city_ID","SELECT farm_competition.Year, city.Official_Name FROM farm_competition JOIN city ON farm_competition.Host_city_ID = city.City_ID",Selects the years and official names of host cities from the competition and city tables by joining on the Host_city_ID,ok,,ok,,"[""[('official_name', 'Aroostook'), ('year', 2002)]"", ""[('official_name', 'Aroostook'), ('year', 2003)]"", ""[('official_name', 'Drummond'), ('year', 2004)]"", ""[('official_name', 'Grand Falls/Grand-Sault'), ('year', 2013)]"", ""[('official_name', 'Perth-Andover'), ('year', 2006)]"", ""[('official_name', 'Plaster Rock'), ('year', 2005)]""]",ok,,"[""[('official_name', 'Aroostook'), ('year', 2002)]"", ""[('official_name', 'Aroostook'), ('year', 2003)]"", ""[('official_name', 'Drummond'), ('year', 2004)]"", ""[('official_name', 'Grand Falls/Grand-Sault'), ('year', 2013)]"", ""[('official_name', 'Perth-Andover'), ('year', 2006)]"", ""[('official_name', 'Plaster Rock'), ('year', 2005)]""]",True,18.895
35,farm,Give the years and official names of the cities of each competition.,"SELECT T2.Year ,  T1.Official_Name FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID  =  T2.Host_city_ID","SELECT fc.Year, c.Official_Name FROM farm_competition AS fc JOIN city AS c ON fc.Host_city_ID = c.City_ID",Selects the years and official names of cities hosting each competition,ok,,ok,,"[""[('official_name', 'Aroostook'), ('year', 2002)]"", ""[('official_name', 'Aroostook'), ('year', 2003)]"", ""[('official_name', 'Drummond'), ('year', 2004)]"", ""[('official_name', 'Grand Falls/Grand-Sault'), ('year', 2013)]"", ""[('official_name', 'Perth-Andover'), ('year', 2006)]"", ""[('official_name', 'Plaster Rock'), ('year', 2005)]""]",ok,,"[""[('official_name', 'Aroostook'), ('year', 2002)]"", ""[('official_name', 'Aroostook'), ('year', 2003)]"", ""[('official_name', 'Drummond'), ('year', 2004)]"", ""[('official_name', 'Grand Falls/Grand-Sault'), ('year', 2013)]"", ""[('official_name', 'Perth-Andover'), ('year', 2006)]"", ""[('official_name', 'Plaster Rock'), ('year', 2005)]""]",True,18.936
36,farm,Show the official names of the cities that have hosted more than one competition.,SELECT T1.Official_Name FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID  =  T2.Host_city_ID GROUP BY T2.Host_city_ID HAVING COUNT(*)  >  1,SELECT city.Official_Name FROM city INNER JOIN farm_competition ON city.City_ID = farm_competition.Host_city_ID GROUP BY city.Official_Name HAVING COUNT(farm_competition.Competition_ID) > 1,Selects the official names of cities that have hosted more than one competition,ok,,ok,,"[""[('official_name', 'Aroostook')]""]",ok,,"[""[('official_name', 'Aroostook')]""]",True,20.126
37,farm,What are the official names of cities that have hosted more than one competition?,SELECT T1.Official_Name FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID  =  T2.Host_city_ID GROUP BY T2.Host_city_ID HAVING COUNT(*)  >  1,SELECT c.Official_Name FROM city AS c JOIN farm_competition AS fc ON c.City_ID = fc.Host_city_ID GROUP BY c.City_ID HAVING COUNT(fc.Competition_ID) > 1,Selects the official names of cities that have hosted more than one competition,ok,,ok,,"[""[('official_name', 'Aroostook')]""]",ok,,"[""[('official_name', 'Aroostook')]""]",True,19.93
38,farm,Show the status of the city that has hosted the greatest number of competitions.,SELECT T1.Status FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID  =  T2.Host_city_ID GROUP BY T2.Host_city_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT city.Status FROM city INNER JOIN farm_competition ON city.City_ID = farm_competition.Host_city_ID GROUP BY city.City_ID ORDER BY COUNT(farm_competition.Competition_ID) DESC LIMIT 1,Selects the status of the city that has hosted the greatest number of competitions by grouping and ordering the results.,ok,,ok,,"[""[('status', 'Village')]""]",ok,,"[""[('status', 'Village')]""]",True,20.996
39,farm,What is the status of the city that has hosted the most competitions?,SELECT T1.Status FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID  =  T2.Host_city_ID GROUP BY T2.Host_city_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT city.Status FROM city INNER JOIN farm_competition ON city.City_ID = farm_competition.Host_city_ID GROUP BY city.City_ID ORDER BY COUNT(farm_competition.Competition_ID) DESC LIMIT 1,"Finds the status of the city that has hosted the most competitions by grouping cities, counting competition hosts, and selecting the top one.",ok,,ok,,"[""[('status', 'Village')]""]",ok,,"[""[('status', 'Village')]""]",True,21.465
40,farm,Please show the themes of competitions with host cities having populations larger than 1000.,SELECT T2.Theme FROM city AS T1 JOIN farm_competition AS T2 ON T1.City_ID  =  T2.Host_city_ID WHERE T1.Population  >  1000,SELECT farm_competition.Theme FROM farm_competition JOIN city ON farm_competition.Host_city_ID = city.City_ID WHERE city.Population > 1000,Selects the themes of competitions hosted by cities with a population greater than 1000,ok,,ok,,"[""[('theme', 'Carnival M is back!')]"", ""[('theme', 'Codehunters')]"", ""[('theme', 'MTV Asia Aid')]""]",ok,,"[""[('theme', 'Carnival M is back!')]"", ""[('theme', 'Codehunters')]"", ""[('theme', 'MTV Asia Aid')]""]",True,19.796
