index,db_id,question,gold_sql,predicted_sql,summary,pred_gen_status,pred_gen_error,pred_exec_status,pred_exec_error,pred_exec_result,gold_exec_status,gold_exec_error,gold_exec_result,exec_match,elapsed_sec
10,department_management,How many acting statuses are there?,SELECT count(DISTINCT temporary_acting) FROM management,SELECT COUNT(DISTINCT temporary_acting) AS acting_statuses_count FROM management,Counts the distinct number of acting statuses in the management table,ok,,ok,,"[('2',)]",ok,,"[('2',)]",True,13.528
11,department_management,How many departments are led by heads who are not mentioned?,SELECT count(*) FROM department WHERE department_id NOT IN (SELECT department_id FROM management);,SELECT COUNT(DISTINCT department.Department_ID) FROM department LEFT JOIN management ON department.Department_ID = management.department_ID LEFT JOIN head ON management.head_ID = head.head_ID WHERE head.head_ID IS NULL,Counts the number of departments led by heads not mentioned in the management table,ok,,ok,,"[('11',)]",ok,,"[('11',)]",True,17.469
12,department_management,What are the distinct ages of the heads who are acting?,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id  =  T2.head_id WHERE T2.temporary_acting  =  'Yes',SELECT DISTINCT T2.age FROM management AS T1 JOIN head AS T2 ON T1.head_ID = T2.head_ID WHERE T1.temporary_acting = 'acting',Selects distinct ages of heads who are temporarily acting,ok,,ok,,[],ok,,"[('52.0',), ('53.0',), ('69.0',)]",False,18.626
13,department_management,List the states where both the secretary of 'Treasury' department and the secretary of 'Homeland Security' were born.,SELECT T3.born_state FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id JOIN head AS T3 ON T2.head_id  =  T3.head_id WHERE T1.name  =  'Treasury' INTERSECT SELECT T3.born_state FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id JOIN head AS T3 ON T2.head_id  =  T3.head_id WHERE T1.name  =  'Homeland Security',SELECT h1.born_state FROM head AS h1 JOIN management AS m1 ON h1.head_ID = m1.head_ID JOIN department AS d1 ON m1.department_ID = d1.Department_ID WHERE d1.Name = 'Treasury' AND h1.born_state IN (SELECT h2.born_state FROM head AS h2 JOIN management AS m2 ON h2.head_ID = m2.head_ID JOIN department AS d2 ON m2.department_ID = d2.Department_ID WHERE d2.Name = 'Homeland Security'),Finds the birth states where both the secretary of 'Treasury' and 'Homeland Security' departments were born.,ok,,ok,,"[('california',)]",ok,,"[('california',)]",True,29.944
14,department_management,"Which department has more than 1 head at a time? List the id, name and the number of heads.","SELECT T1.department_id ,  T1.name ,  count(*) FROM management AS T2 JOIN department AS T1 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id HAVING count(*)  >  1","SELECT department.Department_ID, department.Name, COUNT(management.head_ID) AS Number_of_Heads FROM department JOIN management ON department.Department_ID = management.department_ID GROUP BY department.Department_ID, department.Name HAVING COUNT(management.head_ID) > 1",Counts the number of heads for each department and filters those with more than one head,ok,,ok,,"[('2', '2', 'treasury')]",ok,,"[('2', '2', 'treasury')]",True,20.078
15,department_management,Which head's name has the substring 'Ha'? List the id and name.,"SELECT head_id ,  name FROM head WHERE name LIKE '%Ha%'","SELECT head_ID, name FROM head WHERE name LIKE '%Ha%';",Selects head ID and name where the name contains 'Ha' as a substring.,ok,,ok,,"[('10', 'franklin langham'), ('4', 'dudley hart'), ('9', 'pádraig harrington')]",ok,,"[('10', 'franklin langham'), ('4', 'dudley hart'), ('9', 'pádraig harrington')]",True,14.626
16,farm,How many farms are there?,SELECT count(*) FROM farm,SELECT COUNT(Farm_ID) AS farm_count FROM farm,Counts the number of farms in the database,ok,,ok,,"[('8',)]",ok,,"[('8',)]",True,34.205
17,farm,Count the number of farms.,SELECT count(*) FROM farm,SELECT COUNT(Farm_ID) AS farm_count FROM farm,Counts the total number of farms,ok,,ok,,"[('8',)]",ok,,"[('8',)]",True,13.336
18,farm,List the total number of horses on farms in ascending order.,SELECT Total_Horses FROM farm ORDER BY Total_Horses ASC,SELECT SUM(Total_Horses) AS Total_Horses FROM farm ORDER BY Total_Horses ASC,Lists the total number of horses on farms in ascending order,ok,,ok,,"[('35051.0',)]",ok,,"[('2546.9',), ('2604.8',), ('3658.9',), ('4781.3',), ('5056.5',), ('5308.2',), ('5486.9',), ('5607.5',)]",False,15.829
19,farm,"What is the total horses record for each farm, sorted ascending?",SELECT Total_Horses FROM farm ORDER BY Total_Horses ASC,"SELECT Farm_ID, SUM(Total_Horses) AS Total_Horses_Record FROM farm GROUP BY Farm_ID ORDER BY Total_Horses_Record ASC",This query calculates the total number of horses for each farm and sorts the results in ascending order.,ok,,ok,,"[('1', '5056.5'), ('2', '5486.9'), ('2546.9', '8'), ('2604.8', '7'), ('3', '5607.5'), ('3658.9', '6'), ('4', '5308.2'), ('4781.3', '5')]",ok,,"[('2546.9',), ('2604.8',), ('3658.9',), ('4781.3',), ('5056.5',), ('5308.2',), ('5486.9',), ('5607.5',)]",False,16.726
20,farm,"What are the hosts of competitions whose theme is not ""Aliens""?",SELECT Hosts FROM farm_competition WHERE Theme !=  'Aliens',SELECT T2.Hosts FROM farm_competition AS T1 JOIN city AS T2 ON T1.Host_city_ID = T2.City_ID WHERE T1.Theme != 'Aliens',Selects the hosts of competitions where the theme is not 'Aliens',ok,,error,no such column: T2.Hosts,,ok,,"[('alicia keys',), ('leehom wang and kelly rowland',), ('miley cyrus jared leto and karen mok',), ('shaggy and coco lee',), ('vanness wu and michelle branch',)]",False,17.11
21,farm,Return the hosts of competitions for which the theme is not Aliens?,SELECT Hosts FROM farm_competition WHERE Theme !=  'Aliens',SELECT T2.Hosts FROM farm_competition AS T1 JOIN city AS T2 ON T1.Host_city_ID = T2.City_ID WHERE T1.Theme != 'Aliens',Selects the hosts of competitions where the theme is not Aliens,ok,,error,no such column: T2.Hosts,,ok,,"[('alicia keys',), ('leehom wang and kelly rowland',), ('miley cyrus jared leto and karen mok',), ('shaggy and coco lee',), ('vanness wu and michelle branch',)]",False,17.309
22,farm,What are the themes of farm competitions sorted by year in ascending order?,SELECT Theme FROM farm_competition ORDER BY YEAR ASC,SELECT fc.Theme FROM farm_competition fc ORDER BY fc.Year ASC,Selects the themes of farm competitions ordered by year in ascending order,ok,,ok,,"[('aliens',), ('carnival m is back!',), ('codehunters',), ('mtv asia aid',), ('mtv cube',), (""valentine's day"",)]",ok,,"[('aliens',), ('carnival m is back!',), ('codehunters',), ('mtv asia aid',), ('mtv cube',), (""valentine's day"",)]",True,13.668
23,farm,"Return the themes of farm competitions, sorted by year ascending.",SELECT Theme FROM farm_competition ORDER BY YEAR ASC,SELECT DISTINCT farm_competition.Theme FROM farm_competition ORDER BY farm_competition.Year ASC,Selects distinct themes of farm competitions and orders them by year in ascending order,ok,,ok,,"[('aliens',), ('carnival m is back!',), ('codehunters',), ('mtv asia aid',), ('mtv cube',), (""valentine's day"",)]",ok,,"[('aliens',), ('carnival m is back!',), ('codehunters',), ('mtv asia aid',), ('mtv cube',), (""valentine's day"",)]",True,14.283
24,farm,What is the average number of working horses of farms with more than 5000 total number of horses?,SELECT avg(Working_Horses) FROM farm WHERE Total_Horses  >  5000,SELECT AVG(f.Working_Horses) AS avg_working_horses FROM farm f WHERE f.Total_Horses > 5000,Calculates the average number of working horses for farms with more than 5000 total horses.,ok,,ok,,"[('3977.7500000000005',)]",ok,,"[('3977.7500000000005',)]",True,18.459
